date_time,station_code,source_name,azimuth,elevation,device,input,polarization,frequency,TSYS,SEFD,Tcal(j),Tcal(r) ,date,time
2020-12-22 16:11,Ow,casa,57.1,87.0,ib,2,r,2048.0,,1105.7,-0.425,-0.0,2020-12-22,16:11
2020-12-22 16:11,Ow,casa,57.1,87.0,ic,3,l,5652.0,-3157.0,2087.8,-3.613,-0.02,2020-12-22,16:11
2020-12-22 16:11,Ow,casa,57.1,87.0,id,4,r,5652.0,,1242.8,0.0,0.0,2020-12-22,16:11
2020-12-22 16:11,Ow,casa,57.1,87.0,ie,5,l,5652.0,-3183.0,1858.2,-3.189,-0.02,2020-12-22,16:11
2020-12-22 16:11,Ow,casa,57.1,87.0,if,6,r,5652.0,-4536.0,1395.1,-1.4,-0.01,2020-12-22,16:11
2020-12-22 16:11,Ow,casa,57.1,87.0,ig,7,l,9552.0,3361.0,1820.5,2.506,0.02,2020-12-22,16:11
2020-12-22 16:11,Ow,casa,57.1,87.0,ih,8,r,9552.0,,1761.8,0.0,0.0,2020-12-22,16:11
2020-12-22 17:04,Ow,casa,292.8,85.3,001l,1,l,3464.4,-1753.0,-6946.0,29.079,0.14,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,002l,1,l,3432.4,104.5,2462.1,173.219,0.82,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,003l,1,l,3368.4,195.0,8411.6,353.838,1.51,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,004l,1,l,3304.4,95.97,2420.8,195.518,0.88,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,005l,1,l,3208.4,185.9,6021.4,257.607,1.13,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,006l,1,l,3080.4,107.5,2787.9,206.162,0.91,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,007l,1,l,3048.4,134.8,2821.0,166.412,0.73,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,008l,1,l,3016.4,197.4,6430.6,259.135,1.14,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,009l,2,r,3464.4,-493.0,-3722.0,57.458,0.26,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,010l,2,r,3432.4,170.5,3639.3,161.868,0.75,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,011l,2,r,3368.4,249.5,9813.6,353.994,1.38,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,012l,2,r,3304.4,230.3,3658.7,150.327,0.56,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,013l,2,r,3208.4,340.7,7217.3,233.429,0.74,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,014l,2,r,3080.4,149.5,6433.4,474.045,1.51,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,015l,2,r,3048.4,179.8,3607.8,221.101,0.7,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,016l,2,r,3016.4,279.4,4457.9,175.81,0.56,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,017l,3,l,5736.4,53.68,1448.7,165.807,0.94,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,018l,3,l,5704.4,56.35,1503.5,163.353,0.93,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,019l,3,l,5640.4,49.17,1367.2,178.173,0.97,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,020l,3,l,5576.4,51.37,1277.8,140.57,0.87,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,021l,3,l,5480.4,123.3,3673.7,194.664,1.04,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,022l,3,l,5352.4,69.35,1548.1,118.461,0.78,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,023l,3,l,5320.4,87.01,2592.1,180.98,1.04,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,024l,3,l,5288.4,91.23,3081.7,223.467,1.18,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,025l,4,r,5736.4,66.53,1908.4,155.256,1.0,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,026l,4,r,5704.4,48.33,1652.5,183.257,1.2,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,027l,4,r,5640.4,44.83,1467.2,194.771,1.15,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,028l,4,r,5576.4,46.07,1466.1,143.526,1.11,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,029l,4,r,5480.4,65.26,1879.9,147.9,1.01,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,030l,4,r,5352.4,161.9,1780.0,47.059,0.38,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,031l,4,r,5320.4,-331.0,-2877.0,41.799,0.3,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,032l,4,r,5288.4,194.3,-8657.0,-222.9,-1.56,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,033l,5,l,6856.4,62.72,1512.7,107.308,0.84,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,034l,5,l,6824.4,58.97,1505.3,109.237,0.89,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,035l,5,l,6760.4,58.42,1461.3,113.707,0.88,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,036l,5,l,6696.4,52.91,1418.8,132.09,0.94,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,037l,5,l,6600.4,63.23,1995.3,166.82,1.1,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,038l,5,l,6472.4,45.26,1239.6,112.337,0.96,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,039l,5,l,6440.4,68.02,2869.3,180.348,1.48,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,040l,5,l,6408.4,49.52,1430.1,121.054,1.01,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,041l,6,r,6856.4,45.06,2117.6,138.882,1.64,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,042l,6,r,6824.4,58.28,2574.6,140.94,1.55,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,043l,6,r,6760.4,48.87,2046.6,141.379,1.47,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,044l,6,r,6696.4,87.51,2710.7,195.843,1.08,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,045l,6,r,6600.4,98.25,3342.4,228.68,1.19,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,046l,6,r,6472.4,112.1,3758.6,183.183,1.17,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,047l,6,r,6440.4,251.7,-3075.0,-66.279,-0.43,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,048l,6,r,6408.4,139.6,5968.0,223.564,1.5,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,049l,7,l,10696.4,70.93,1504.0,90.926,0.74,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,050l,7,l,10664.4,74.05,1518.7,87.951,0.72,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,051l,7,l,10600.4,68.58,1517.5,113.765,0.77,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,052l,7,l,10536.4,70.13,1539.4,112.51,0.77,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,053l,7,l,10440.4,61.38,1404.3,110.913,0.8,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,054l,7,l,10312.4,51.81,1448.0,130.717,0.98,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,055l,7,l,10280.4,50.93,1475.6,135.454,1.01,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,056l,7,l,10248.4,49.66,1512.9,142.355,1.07,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,057l,8,r,10696.4,52.12,1450.8,120.544,0.97,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,058l,8,r,10664.4,50.78,1402.8,122.453,0.97,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,059l,8,r,10600.4,41.64,1500.3,184.523,1.26,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,060l,8,r,10536.4,40.16,1452.5,181.382,1.27,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,061l,8,r,10440.4,33.16,1373.6,190.634,1.45,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,062l,8,r,10312.4,34.91,1415.4,219.887,1.42,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,063l,8,r,10280.4,32.46,1410.5,233.011,1.52,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,064l,8,r,10248.4,34.37,1421.3,219.141,1.45,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,001u,1,l,3496.4,107.7,2628.7,178.855,0.85,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,002u,1,l,3464.4,146.9,8767.0,437.922,2.09,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,003u,1,l,3400.4,88.47,2081.8,199.008,0.82,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,004u,1,l,3336.4,89.19,2261.9,209.422,0.89,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,005u,1,l,3240.4,89.48,2180.6,185.609,0.85,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,006u,1,l,3112.4,123.8,2665.9,171.245,0.75,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,007u,1,l,3080.4,180.6,4482.8,197.367,0.87,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,008u,1,l,3048.4,127.2,3114.9,194.789,0.86,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,009u,2,r,3496.4,173.2,3473.2,153.364,0.7,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,010u,2,r,3464.4,196.3,28074.0,1090.45,5.01,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,011u,2,r,3400.4,173.2,2829.9,160.945,0.57,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,012u,2,r,3336.4,230.5,3450.1,153.966,0.52,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,013u,2,r,3240.4,163.7,3183.5,189.334,0.68,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,014u,2,r,3112.4,171.5,3659.7,235.15,0.75,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,015u,2,r,3080.4,284.3,4385.5,169.992,0.54,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,016u,2,r,3048.4,218.1,3398.7,171.681,0.55,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,017u,3,l,5704.4,63.75,1858.7,178.5,1.02,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,018u,3,l,5672.4,53.9,1485.1,167.814,0.96,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,019u,3,l,5608.4,62.66,1745.0,171.445,0.97,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,020u,3,l,5544.4,56.29,1481.8,159.71,0.92,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,021u,3,l,5448.4,87.68,1825.6,150.045,0.73,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,022u,3,l,5320.4,70.24,1612.8,139.486,0.8,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,023u,3,l,5288.4,87.39,1590.4,120.389,0.64,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,024u,3,l,5256.4,93.65,2768.8,192.956,1.03,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,025u,4,r,5704.4,61.66,2295.1,199.5,1.3,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,026u,4,r,5672.4,64.37,1845.7,156.312,1.0,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,027u,4,r,5608.4,79.99,2590.2,178.367,1.13,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,028u,4,r,5544.4,44.79,1621.4,195.579,1.27,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,029u,4,r,5448.4,55.17,1897.8,203.306,1.2,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,030u,4,r,5320.4,79.04,1807.2,110.239,0.8,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,031u,4,r,5288.4,229.6,1820.9,39.674,0.28,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,032u,4,r,5256.4,-254.0,-3340.0,57.893,0.46,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,033u,5,l,6824.4,60.04,1402.1,99.944,0.82,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,034u,5,l,6792.4,63.99,1557.4,109.667,0.85,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,035u,5,l,6728.4,55.01,1368.2,104.728,0.87,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,036u,5,l,6664.4,61.15,1571.3,136.077,0.9,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,037u,5,l,6568.4,69.67,2430.1,161.227,1.22,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,038u,5,l,6440.4,49.88,1343.7,115.18,0.94,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,039u,5,l,6408.4,45.69,1244.1,114.129,0.95,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,040u,5,l,6376.4,69.97,3072.1,189.276,1.54,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,041u,6,r,6824.4,46.45,1870.3,128.458,1.41,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,042u,6,r,6792.4,47.68,2267.5,144.914,1.66,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,043u,6,r,6728.4,53.17,2029.4,124.577,1.34,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,044u,6,r,6664.4,72.85,2509.8,192.384,1.21,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,045u,6,r,6568.4,121.5,6272.2,300.978,1.81,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,046u,6,r,6440.4,92.39,2849.5,167.291,1.08,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,047u,6,r,6408.4,107.0,4032.8,197.077,1.32,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,048u,6,r,6376.4,216.7,-3164.0,-74.665,-0.51,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,049u,7,l,10664.4,72.99,1542.8,90.642,0.74,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,050u,7,l,10632.4,71.72,1514.3,90.231,0.74,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,051u,7,l,10568.4,70.6,1527.0,101.892,0.76,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,052u,7,l,10504.4,67.55,1522.6,117.199,0.79,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,053u,7,l,10408.4,62.05,1420.6,107.223,0.8,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,054u,7,l,10280.4,51.83,1445.8,130.415,0.98,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,055u,7,l,10248.4,51.66,1451.3,131.282,0.98,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,056u,7,l,10216.4,50.32,1486.7,138.004,1.03,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,057u,8,r,10664.4,56.2,1539.8,121.437,0.96,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,058u,8,r,10632.4,51.86,1446.7,121.126,0.98,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,059u,8,r,10568.4,45.33,1436.0,151.852,1.11,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,060u,8,r,10504.4,40.41,1447.5,178.637,1.25,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,061u,8,r,10408.4,33.5,1416.3,188.958,1.48,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,062u,8,r,10280.4,35.25,1400.9,213.12,1.39,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,063u,8,r,10248.4,34.05,1426.7,222.033,1.47,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,064u,8,r,10216.4,31.93,1417.3,235.745,1.55,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,ia,1,l,2048.0,-5443.0,-3601.0,5.262,0.02,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,ib,2,r,2048.0,1550.0,-3147.0,-22.38,-0.07,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,ic,3,l,5652.0,88.39,2270.0,140.308,0.9,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,id,4,r,5652.0,57.94,2908.3,228.444,1.76,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,ie,5,l,5652.0,74.92,1908.6,139.186,0.89,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,if,6,r,5652.0,58.55,2097.8,163.07,1.25,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,ig,7,l,9552.0,74.55,1840.4,114.224,0.86,2020-12-22,17:04
2020-12-22 17:04,Ow,casa,292.8,85.3,ih,8,r,9552.0,56.23,1649.5,168.288,1.03,2020-12-22,17:04
